id,lang,created,url,title,contentLength,numWords,dataset
121,cz,,http://www.ceskenoviny.cz/zpravy/evropska-komise-microsoftu-schvalila-prevzeti-site-linkedin/1424091,Evropská komise Microsoftu schválila převzetí sítě LinkedIn | ČeskéNoviny.cz,1459,196,train
152,cz,,http://www.mpo.cz/dokument105945.html,Evropská komise zjišťuje názory veřejnosti na možnosti posílení podnikatelského ducha | MPO,1571,236,train
103,cz,2016-11-04T12:53:08+01:00,http://www.cnews.cz/google-stale-nechape-evropskou-komisi-evropska-komise-stale-nechape-google,Google stále nechápe Evropskou komisi. Evropská komise stále nechápe Google | Cnews.cz,2027,313,train
109,cz,,https://www.aktualne.cz/wiki/zahranici/evropska-komise/r~i:wiki:3773/,Evropská komise - Aktuálně.cz,1525,226,train
120,cz,,http://www.blesk.cz/clanek/digital-internet/439964/evropska-komise-obvinila-facebook-pri-nakupu-whatsappu-jste-nas-podvedli.html,Evropská komise obvinila Facebook: Při nákupu WhatsAppu jste nás podvedli | Blesk.cz,1776,279,train
101,cz,,http://www.lupa.cz/clanky/evropska-komise-chce-regulovat-chatovaci-aplikace-jako-operatory/,Evropská komise chce regulovat chatovací aplikace jako operátory - Lupa.cz,2160,329,train
85,cz,,http://www.mvcr.cz/clanek/evropska-komise-vydala-akcni-plan-egovernmentu.aspx,Evropská komise vydala Akční plán eGovernmentu - Ministerstvo vnitra České republiky,1846,276,train
129,cz,,http://euractiv.cz/pr-sdeleni/energetika/evropska-komise-potvrdila-ze-podpora-obnovitelnych-zdroju-energie-v-cr-je-slucitelna-s-vnitrnim-trhem-eu-nic-proto-nestoji-v-ceste-tomu-aby-eru-vypsal-podporu-pro-rok-2017/,"Evropská komise potvrdila, že podpora obnovitelných zdrojů energie v ČR je slučitelná s vnitřním trhem EU. Nic proto nestojí v cestě tomu, aby ERÚ vypsal podporu pro rok 2017 - EurActiv.cz",3433,501,train
94,cz,,http://www.ceskatelevize.cz/ct24/svet/1957962-evropska-komise-navrhuje-elektronickou-registraci-pro-cesty-do-eu,Evropská komise navrhuje elektronickou registraci pro cesty do EU — ČT24 — Česká televize,3329,507,train
137,cz,,http://zpravy.e15.cz/domaci/udalosti/evropska-komise-jde-i-proti-cesku-melo-se-snazit-predejit-kauze-s-emisemi-1326455,"Evropská komise jde i proti Česku, mělo se snažit předejít kauze s emisemi | E15.cz",3649,535,train
86,cz,2017-01-09,http://www.tyden.cz/rubriky/zahranici/evropa/evropska-komise-za-mrznouci-uprchliky-mohou-recke-urady_412920.html,Evropská komise: Za mrznoucí uprchlíky mohou řecké úřady | Týden.cz,1847,280,train
126,cz,,http://www.penize.cz/tema/evropska-komise,Evropská komise | Peníze.cz,4209,607,train
100,cz,,http://www.rada-severovychod.cz/evropska-komise-schvalila-cesku-dohodu-o-partnerstvi,"Evropská komise schválila Česku Dohodu o partnerství,  Regionální rada regionu soudržnosti Severovýchod",2132,308,train
133,cz,,http://ekolist.cz/cz/zpravodajstvi/zpravy/evropska-komise-schvalila-podporu-pro-obnovitelne-zdroje-v-cr,Evropská komise schválila podporu pro obnovitelné zdroje v ČR - Ekolist.cz,2127,309,train
153,cz,,http://www.itbiz.cz/zpravicky/evropska-komise-obvinila-google-ze-zneuzivani-dominantniho-postaveni-u-androidu,Evropská komise obvinila Google ze zneužívání dominantního postavení u Androidu,938,146,train
122,cz,,http://www.kpc-group.cz/inside/tag/evropska-komise/,Evropská komise | INSIDE,3029,454,train
130,cz,,http://vedavyzkum.cz/akce/tags/evropska-komise,Tag: Evropská komise - Věda a výzkum,1108,159,train
93,cz,2016-12-05T19:27:00+01:00,http://www.euro.cz/politika/evropska-komise-chce-snizit-spotrebu-energie-o-30-procent-cesko-nesouhlasi-1318870,Evropská komise chce snížit spotřebu energie o 30 procent. Česko nesouhlasí,1781,269,train
105,cz,,http://spd.cz/tag/evropska-komise/,Evropská komise,3177,460,train
118,cz,2016-10-05T12:28:00+01:00,http://computerworld.cz/udalosti/evropska-komise-hodla-omezit-nektere-praktiky-googlu-53355,Evropská komise hodlá omezit některé praktiky Googlu | Computerworld.cz,1466,210,train
112,cz,,http://www.auto.cz/jaka-auta-ma-rad-donald-trump-mrknete-cim-vsim-jezdil-100158,"Jaká auta má rád Donald Trump? Mrkněte, čím vším jezdil | auto.cz",3508,522,train
119,cz,,http://www.academiaknihy.cz/donald-trump-nespokojeny--dantonio-michael--dobrovsky-s-r-o--2016,Donald Trump: Nespokojený — Academia,712,107,train
126,cz,,http://www.fio.sk/spravodajstvo/novinky-z-burzy-komentare/186675-zvitezil-donald-trump-diky-kampani-na-socialni-siti-twitter,Zvítězil Donald Trump díky kampani na sociální síti Twitter? | Fio banka,5168,766,train
144,cz,,http://www.svobodny-svet.cz/3023/jak-si-dnes-stoji-donald-trump.html,Jak si dnes stojí Donald Trump?,3085,458,train
123,cz,,http://www.czechfreepress.cz/emil-kalabus/dozije-se-donald-trump-sve-lednove-inaugurace.html,Dožije se Donald Trump své lednové inaugurace? - Czech Free Press,4639,655,train
111,cz,,http://www.ceskatelevize.cz/ct24/veda/1953205-jak-donald-trump-vidi-vedu-koncept-globalniho-oteplovani-vytvorila-cina,Jak Donald Trump vidí vědu? Koncept globálního oteplování vytvořila Čína — ČT24 — Česká televize,1065,156,train
79,cz,,http://www.lupa.cz/clanky/donald-trump-se-pustil-do-amazonu-bezos-pry-ovlivnuje-politiky-skrz-noviny/,Donald Trump se pustil do Amazonu. Bezos prý ovlivňuje politiky skrz noviny - Lupa.cz,1485,237,train
113,cz,2016-12-19,http://www.tyden.cz/rubriky/zahranici/amerika/trump-ma-zvoleni-jiste-republikansti-volitele-mu-daji-hlas_410321.html,"Trump má zvolení jisté, republikánští volitelé mu dají hlas | Týden.cz",2226,322,train
135,cz,,http://www.odpovedi.cz/otazky/bylo-by-politicky-korektni-kdyby-donald-trump-pozval-do-prezidentske-debaty-moniku-lewinskou,"Bylo by politicky korektní, kdyby Donald Trump pozval do prezidentské debaty Moniku Lewinskou? | Odpovědi.cz",532,89,train
80,cz,,https://www.casrock.cz/porady/rockova-tecka/donald-trump-nesmi-pouzivat-pisnicky-od-rolling-stones/,Donald Trump nesmí používat písničky od Rolling Stones | Radio Čas Rock,473,73,train
134,cz,,http://www.extra.cz/donald-trump-je-novym-prezidentem-usa-a-podle-ornelly-je-to-sexy-samec,Donald Trump je novým prezidentem USA! A podle Ornelly je to sexy samec! |,2756,479,train
125,cz,2016-11-09T07:50:00+01:00,http://www.euro.cz/byznys/kolik-ma-donald-vlastne-penez-1287767,Kolik má Donald vlastně peněz?,7501,1195,train
101,cz,,http://prvnizpravy.parlamentnilisty.cz/zpravy/zpravy/donald-trump-se-stal-45-prezidentem-usa/,První zprávy - Domácí  -  Donald Trump se stal 45.prezidentem USA,478,73,train
130,cz,2016-11-09T16:22:19+00:00,http://oenergetice.cz/zahranicni/prichazi-bridlicovy-prezident-donald-trump/,Přichází „břidlicový prezident“ Donald Trump,1445,213,train
117,cz,,http://aeronet.cz/news/prepocet-hlasu-ve-wisconsinu-skoncil-pro-jill-stein-naprostou-blamazi-donald-trump-ma-po-prepoctu-dokonce-o-131-hlasu-vice-a-trump-udela-z-putinova-kamose-ministra-zahranici-usa/,Přepočet hlasů ve Wisconsinu skončil pro Jill Stein naprostou blamáží. Donald Trump má po přepočtu dokonce o 131 hlasů více! A Trump udělá z Putinova kámoše ministra zahraničí USA! A všichni proti Číně? | AE News,2888,460,train
121,cz,,http://zoom.iprima.cz/novinky/zajimavosti/10-duvodu-proc-nemel-byt-donald-trump-prezidentem-usa/,"10 důvodů, proč by neměl být Donald Trump prezidentem USA | Prima ZOOM",6235,964,train
103,cz,,http://www.fsfinalword.cz/?page=archive&day=2016-01-29,Friday Edition: Může být Donald Trump prezidentem? | FSFinalWord.cz,1838,305,train
118,cz,,https://www.blesk.cz/clanek/zpravy-svet/438396/potvrzeno-donald-trump-bude-prezidentem-usa-postavilo-se-za-nej-270-volitelu.html,"Potvrzeno: Donald Trump bude prezidentem USA, postavilo se za něj 270 volitelů",782,123,train
81,cz,,http://www.radiobeat.cz/cs/1/13502/donald-trump-versus-queen/,Donald Trump versus Queen     |  Rádio BEAT: První bigbít u nás,1066,169,train
115,cz,,https://www.sport.cz/ostatni/tenis/clanek/826870-donald-trump-prohlasil-ze-nejkrasnejsi-zenou-sveta-je-srbska-tenistka.html,"Donald Trump prohlásil, že nejkrásnější ženou světa je srbská tenistka - Sport.cz",757,106,train
140,cz,,http://www.ahaonline.cz/clanek/musite-vedet/126673/donald-trump-z-rodiny-imigrantu-az-do-bileho-domu.html,Donald Trump: Z rodiny imigrantů až do Bílého domu! | Ahaonline.cz,3361,549,train
124,cz,,https://www.novinky.cz/zahranicni/amerika/424148-trump-ziskal-potrebny-pocet-hlasu-volitelu-bude-prezidentem.html,"Trump získal potřebný počet hlasů volitelů, bude prezidentem  Novinky.cz",460,67,train
116,cz,,http://www.novarepublika.cz/2016/12/kreativita-sili-trump-navrhl-putinovi.html,"Nová republika: Kreativita sílí: Trump navrhl Putinovi, aby poslouchal zprávy CIA, protože je pro to ""nejvhodnější""",2524,394,train
122,cz,,http://www.dama.cz/celebrity/donald-trump-vidi-kralovskou-aferu-nahych-fotek-jasne-za-vse-muze-kate-20183,Donald Trump vidí královskou aféru nahých fotek jasně: za vše může Kate! - článek na Dáma.cz,852,135,train
128,cz,,http://www.rozhlas.cz/_zprava/donald-trump-je-osobnosti-roku-2016-vyhlasil-casopis-time--1676953,"Donald Trump je osobností roku 2016, vyhlásil časopis Time | Svět",1195,179,train
cs-1084,cs,2018-05-02,http://zahranicni.eurozpravy.cz/eu/222844-dalsi-rana-pro-mayovou-v-souvislosti-s-brexitem-ve-snemovne-lordu-utrpela-dalsi-porazku/,Další rána pro Mayovou: V souvislosti s brexitem ve Sněmovně lordů utrpěla další porážku,1358,209,train
cs-1113,cs,2018-03-23,https://zpravy.tiscali.cz/eu-uz-ma-rozvodovou-smlouvu-pro-britanii-zhatit-ji-muze-i-cesko-310983,EU už má 'rozvodovou smlouvu' pro Británii. Zhatit ji může i Česko,1756,263,train
cs-1180,cs,2018-02-27,https://www.denik.cz/ze_sveta/po-brexitu-by-mohla-britanie-zustat-v-celni-unii-pripustil-macron-20180227.html,"Po brexitu by mohla Británie zůstat v celní unii, připustil Macron",1273,208,train
cs-134,cs,2018-02-22,http://zahranicni.eurozpravy.cz/eu/216431-zacal-brexod-britanii-opousti-nejvice-obcanu-eu-za-posledni-desetileti/,"Začal ""brexod"". Británii opouští nejvíce občanů EU za poslední desetiletí",1080,175,train
cs-95,cs,2018-11-25,https://eurozpravy.cz/zahranicni/blizky-vychod/241281-pakistanska-policie-zatkla-1100-stoupencu-tamniho-duchovniho/,Pákistánská policie zatkla 1100 stoupenců tamního duchovního,1257,174,train
cs-1177,cs,2018-05-16,https://www.denik.cz/z_domova/skotske-ne-prexitu-a-vyhrozovani-kscm-i-kldr-vteriny-dne-20180516.html,Skotské NE brexitu a vyhrožování KSČM i KLDR: Vteřiny dne,194,27,train
cs-1215,cs,2018-06-23,http://www.ceskatelevize.cz/ct24/svet/2518795-desitky-tisic-lidi-demonstruji-v-londyne-za-nove-referendum-o-brexitu,Desítky tisíc lidí demonstrovaly v Londýně za nové referendum o brexitu,933,134,train
cs-10,cs,2018-11-02,https://www.ceskenoviny.cz/zpravy/islamiste-odvolaji-v-pakistanu-protesty-proti-propusteni-bibiove/1682459?utm_source=rss&utm_medium=feed,Islamisté odvolají v Pákistánu protesty proti propuštění Bibiové,2589,374,train
cs-13,cs,2018-10-31,https://www.denik.cz/ze_sveta/islamiste-se-bouri-soud-osvobodil-krestanku-obvinenou-z-rouhani-20181031.html,Islamisté se bouří. Soud osvobodil křesťanku obviněnou z rouhání,772,106,train
cs-1228,cs,2018-04-12,http://www.radio.cz/cz/rubrika/zpravy/barnier-informuje-ceske-politiky-o-vyjednavani-o-brexitu,Barnier informuje české politiky o vyjednávání o brexitu,372,57,train
cs-1066,cs,2018-06-12,http://zahranicni.eurozpravy.cz/eu/227185-mayova-se-muze-oddechnout-britska-vlada-zatim-vyhrava-hlasovani-o-zakonu-o-brexitu/,Mayová se může oddechnout? Britská vláda zatím vyhrává hlasování o zákonu o brexitu,1073,164,train
cs-1045,cs,2018-06-12,https://zahranicni.ihned.cz/c1-66162630-brexit-muze-skoncit-krachem-pripustil-britsky-ministr-zahranici-johnson-vyjednavaci-eu-jsou-podle-nej-tvrdi-jen-proto-aby-odradili-od-dalsich-exitu,"Brexit může skončit krachem, připustil britský ministr zahraničí Johnson. Vyjednavači EU jsou podle něj tvrdí jen proto, aby odradili od dalších ""exitů""",2482,371,train
cs-1160,cs,2018-01-16,https://www.denik.cz/ze_sveta/sef-evropske-rady-tusk-britum-pokud-jeste-zmenite-nazor-jste-v-eu-vitani-20180116.html,"Šéf Evropské rady Tusk Britům: Pokud ještě změníte názor, jste v EU vítáni",1880,297,train
cs-1554,cs,2018-03-12,https://www.parlamentnilisty.cz/arena/monitor/Britska-obchodni-komora-v-CR-se-obava-Brexitu-bez-uzavrene-dohody-527669,"Britská obchodní komora v ČR se obává Brexitu bez uzavřené dohody Členové Britské obchodní komory v ČR se obávají odchodu Velké Británie z Evropské unie bez uzavřených dohod obou stran. Požadují také, aby během přechodného období platily stejné podmínky mezi Británií a EU jako nyní. Britsk... 11.03.2018 17:07 Celý článek",1811,268,train
cs-1157,cs,2018-05-16,https://www.denik.cz/ze_sveta/britanii-hrozi-ustavni-krize-skoti-zamitli-zakon-o-brexitu-20180516.html,Británii hrozí ústavní krize. Skoti zamítli zákon o brexitu,980,141,train
cs-1211,cs,2018-06-25,http://www.pravo.cz/p146a10b.php,Londýn: desetitisíce žádaly nové referendum k brexitu,321,48,train
cs-1306,cs,2018-01-30,https://archiv.ihned.cz//archiv.ihned.cz/c1-66032200-brexitova-jednosmerka,Brexitová jednosměrka,773,129,train
cs-1025,cs,2018-06-07,https://www.irozhlas.cz/zivotni-styl/spolecnost/jiri-hosek-velka-britanie-brexit_1806071756_pj,"‚Bílá‘ Británie? Nic takového po brexitu nehrozí, říká novinář Jiří Hošek",1771,277,train
cs-1117,cs,2018-02-14,https://zpravy.tiscali.cz/ucet-za-czexit-uz-jste-ho-videli-309258,Účet za czexit. Už jste ho viděli?,1670,279,train
cs-3,cs,2018-11-04,https://www.parlamentnilisty.cz/arena/monitor/Krestance-v-Pakistanu-hrozil-trest-smrti-Soud-ji-osvobodil-Radikalni-islamiste-jsou-ve-varu-558089,"Křesťance v Pákistánu hrozil trest smrti. Soud ji osvobodil. Radikální islamisté jsou ve varu Za urážku islámského proroka Mohameda dostala křesťanka Asia Bibiová trest smrti, nyní je zproštěna viny. To však spustilo silné protesty. Její advokát ze strachu o svůj život z Pákistánu uprchl, jinak by prý nebyl schopen z... 03.11.2018 20:51 Celý článek",1555,233,train
cs-1245,cs,2018-01-22,https://archiv.ihned.cz/c1-66022760-odvolaji-britove-brexit-je-to-prakticky-nemozne?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,"Odvolají Britové brexit? Prakticky nemožné, tvrdí odborníci. Nepravděpodobné je i nové referendum",1312,202,train
cs-21,cs,2018-11-07,https://eurozpravy.cz/zahranicni/blizky-vychod/239666-krestanka-bibiova-byla-zprostena-viny-z-vezeni-ji-ale-nepusti/,Křesťanka Bibiová byla zproštěna viny. Z vězení ji ale nepustí,997,139,train
cs-1259,cs,2018-02-01,https://archiv.ihned.cz/c1-66035000-eu-ceka-na-jasne-slovo-britu-o-brexitu-londyn-tape?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,EU čeká na jasné slovo Britů o brexitu. Londýn tápe,1089,169,train
cs-1109,cs,2018-02-05,https://zpravy.tiscali.cz/britanie-bude-prvni-kolonii-eu-a-cesko-druhou-308750,Británie bude první kolonií EU… a Česko druhou?,1183,186,train
cs-1076,cs,2018-05-04,http://zahranicni.eurozpravy.cz/eu/222990-evropska-unie-chtela-jako-jednaci-jazyk-vyloucit-anglictinu-nejde-to/,"Evropská unie chtěla jako jednací jazyk vyloučit angličtinu, nejde to",1458,230,train
cs-58,cs,2018-12-10,http://neviditelnypes.lidovky.cz/bezvysledna-debata-0a4-/p_cirkus.aspx?c=A181209_210750_p_cirkus_nef#utm_source=rss&utm_medium=feed&utm_campaign=pes&utm_content=main,Bezvýsledná debata,1951,310,train
cs-1254,cs,2018-02-15,https://archiv.ihned.cz/c1-66050070-komu-by-se-hodil-exit-from-brexit?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,Komu by se hodil exit from brexit?,850,120,train
cs-1249,cs,2018-03-27,https://zahranicni.ihned.cz/c1-66093490-data-z-facebooku-mela-velky-vliv-na-vitezstvi-brexitu-firma-aggregateiq-cerpala-z-nasich-databazi-rika-wylie-z-cambridge-analytica,"Data z Facebooku měla velký vliv na vítězství brexitu. Kampaň Vote Leave čerpala z našich databází, říká Wylie z Cambridge Analytica",1132,161,train
cs-1169,cs,2018-06-11,https://www.denik.cz/ze_sveta/necely-rok-do-brexitu-odchod-britanie-z-eu-prinasi-vic-otazek-nez-odpovedi-20180611.html,Necelý rok do brexitu: odchod Británie z EU přináší víc otázek než odpovědí,1567,241,train
cs-1255,cs,2018-02-07,https://zahranicni.ihned.cz/c1-66042220-eu-chce-omezit-pristup-britanie-na-unijni-trh-pokud-po-brexitu-porusi-dohodnuta-pravidla,"EU chce omezit přístup Británie na unijní trh, pokud po brexitu poruší dohodnutá pravidla",1594,248,train
cs-12,cs,2018-11-02,https://echo24.cz/a/SMHY2/demonstrace-proti-propusteni-a-za-obeseni-krestanky-konci-radikalove-se-dohodli-s-vladou,Demonstrace proti propuštění a za oběšení křesťanky končí. Radikálové se dohodli s vládou,1204,177,train
cs-1229,cs,2018-02-20,http://www.radio.cz/cz/rubrika/zpravy/schillerova-ceka-po-brexitu-vyssi-prispevek-cr-do-rozpoctu-eu,Schillerová čeká po brexitu vyšší příspěvek ČR do rozpočtu EU,805,129,train
cs-1033,cs,2018-06-01,http://www.infovojna.sk/article/populistickou-revoltu-uz-nikdo-nezastavi-rika-bannon,"Populistickou revoltu už nikdo nezastaví, říká Bannon",832,133,train
cs-1274,cs,2018-01-30,https://archiv.ihned.cz/c1-66032200-brexitova-jednosmerka?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,Brexitová jednosměrka,773,129,train
cs-1009,cs,2018-04-18,http://zahranicni.eurozpravy.cz/eu/221246-britsti-lordi-se-postavili-proti-premierce-mayove-v-otazce-brexitu/,Britští lordi se postavili proti premiérce Mayové v otázce brexitu,1089,169,train
cs-12,cs,2018-02-09,https://archiv.ihned.cz/c1-66044270-theresa-mayova-s-brexitem-v-patach?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,Theresa Mayová s brexitem v patách,1590,250,train
cs-1278,cs,2018-01-09,https://archiv.ihned.cz/c1-66011470-britsky-dvoupatrak-skoncil-v-poli?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,Britský dvoupatrák skončil v poli,691,110,train
cs-1095,cs,2018-05-05,https://www.lidovky.cz/brexit-pro-irsko-katastrofa-dublin-na-to-ekonomicky-doplati-rika-irsky-geograf-joseph-brady-g9g-/zpravy-svet.aspx?c=A180505_163151_ln_zahranici_mber#utm_source=rss&utm_medium=feed&utm_campaign=ln_lidovky&utm_content=main,"Brexit? Pro Irsko katastrofa, Dublin na to ekonomicky doplatí, říká irský geograf Joseph Brady",1345,220,train
cs-170,cs,2018-02-20,http://ekonomika.eurozpravy.cz/ceska-republika/216201-za-brexit-zaplati-i-cesko-za-clenstvi-v-evropske-unii-si-priplati/,Za brexit zaplatí i Česko. Za členství v Evropské unii si připlatí,1101,184,train
cs-113,cs,2016-02-29,http://www.denik.cz/ze_sveta/v-pakistanu-popravili-vraha-byvaleho-guvernera-lide-protestuji-20160229.html,"V Pákistánu popravili vraha bývalého guvernéra, lidé protestovali",1463,209,train
cs-123,cs,2018-01-12,http://zahranicni.eurozpravy.cz/eu/212480-nove-referendum-v-britanii-lide-ho-nechteji-ale-byli-by-proti-brexitu/,"Nové referendum v Británii? Lidé ho nechtějí, ale byli by proti brexitu",1213,185,train
cs-1080,cs,2018-05-03,http://www.pravo.cz/p102a10c.php,Mayová pod palbou kvůli clům po brexitu,312,43,train
cs-2019-3,cs,2018-12-24,https://eurozpravy.cz/zahranicni/eu/244063-nelegalni-migranti-jsou-jako-jezis-kristus-katolicky-knez-drsne-promluvil/,Nelegální migranti jsou jako Ježíš Kristus? Katolický kněz drsně promluvil,917,133,train
cs-1405,cs,2018-02-20,https://domaci.ihned.cz/c1-66055280-cesko-bude-muset-po-brexitu-vice-prispivat-do-unijniho-rozpoctu-rika-ministryne-financi-schillerova?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,"Česko bude muset po brexitu více přispívat do unijního rozpočtu, říká ministryně financí Schillerová",1100,180,train
cs-1308,cs,2018-02-26,https://archiv.ihned.cz//archiv.ihned.cz/c1-66059520-britanie-se-pre-o-tri-brexitove-obchodni-kose-eu-je-odmita,"Británie se pře o tři brexitové obchodní koše, EU je odmítá",701,104,train
cs-984,cs,2018-05-22,https://euractiv.cz/section/brexit/infographic/prehledne-blizi-se-rozvod-jaky-eu-jeste-nezazila-podivejte-se-co-uz-je-v-brexitu-jiste/,"Přehledně: Blíží se „rozvod“, jaký EU ještě nezažila. Podívejte se, co už je v brexitu jisté",522,76,train
cs-1218,cs,2018-06-23,https://zahranicni.eurozpravy.cz/eu/228019-100-tisic-odpurcu-brexitu-pochodovalo-londynem-johnson-kontruje-odchod-z-eu-nesmi-byt-jako-toaletni-papir/,"100 tisíc odpůrců brexitu pochodovalo Londýnem, Johnson kontruje: Odchod z EU nesmí být jako toaletní papír",1502,223,train
cs-1154,cs,2018-02-01,https://www.denik.cz/ze_sveta/vsechny-prognozy-na-tema-brexitu-byly-spatne-prohlasil-britsky-ministr-davis.html,"Všechny prognózy na téma brexitu byly špatné, prohlásil britský ministr Davis",966,139,train
cs-1216,cs,2018-06-23,https://www.lidovky.cz/dva-roky-po-referendu-v-londyne-zadaly-nove-hlasovani-o-brexitu-desetitisice-lidi-gia-/zpravy-svet.aspx?c=A180623_192819_ln_zahranici_ele#utm_source=rss&utm_medium=feed&utm_campaign=ln_lidovky&utm_content=main,Dva roky po referendu. V Londýně žádaly nové hlasování o brexitu desetitisíce lidí,802,117,train
cs-1220,cs,2018-06-23,http://www.ceskatelevize.cz/ct24/svet/2518795-desitky-tisic-lidi-demonstruji-v-londyne-za-nove-referendum-o-brexitu,Desítky tisíc lidí demonstrují v Londýně za nové referendum o brexitu,1040,166,train
cs-1072,cs,2018-05-02,https://byznys.lidovky.cz/evropska-komise-prisla-s-dlouhodobym-rozpoctem-eu-po-odchodu-britanie-1m1-/statni-pokladna.aspx?c=A180502_135117_statni-pokladna_lar#utm_source=rss&utm_medium=feed&utm_campaign=ln_byznys&utm_content=main,"Kde chce vzít EU peníze po brexitu? I z ekologických daní, vyplývá z návrhu rozpočtu",1040,161,train
cs-1016,cs,2018-04-18,http://zahranicni.eurozpravy.cz/eu/221161-britska-vlada-celi-skandalu-kolem-karibskych-imigrantu/,Britská vláda čelí skandálu kolem karibských imigrantů,1120,174,train
cs-1357,cs,2018-03-09,https://byznys.ihned.cz/c1-66074270-britska-premierka-pozvala-do-downing-street-daniela-kretinskeho-na-setkani-s-byznysovymi-lidry-ji-radil-s-dopady-brexitu?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,"Britská premiérka pozvala do Downing Street Daniela Křetínského. Na setkání s ""byznysovými lídry"" jí radil s dopady brexitu",1061,148,train
cs-1021,cs,2018-04-21,http://zahranicni.eurozpravy.cz/eu/221569-brexit-bude-mit-tvrdsi-dopad-nez-se-myslelo-britanie-zaplati-ohromne-mnozstvi-penez/,"Brexit bude mít tvrdší dopad, než se myslelo. Británie zaplatí ohromné množství peněz",303,49,train
cs-119,cs,2018-01-09,http://zahranicni.eurozpravy.cz/eu/212184-noc-tupych-nozu-v-britanii-zmeny-ve-vlade-jsou-zpackane-tepou-media-mayovou/,"""Noc tupých nožů"" v Británii. Mayová změny ve vládě zpackala, píšou média",1403,211,train
cs-1285,cs,2018-05-15,https://archiv.ihned.cz//archiv.ihned.cz/c1-66137800-potize-s-irskou-hranici-komplikuji-jednani-o-brexitu-britanii-se-krati-cas-eu-nebude-cekat-dele-nez-do-cervna,"Potíže s irskou hranicí komplikují jednání o brexitu. Británii se krátí čas, EU nebude čekat déle než do června",1287,196,train
cs-1232,cs,2018-03-14,http://www.radio.cz/cz/rubrika/zpravy/ministr-pro-brexit-davis-se-setkal-s-babisem-a-stropnickym,Ministr pro brexit Davis se setkal s Babišem a Stropnickým,542,87,train
cs-20,cs,2018-10-31,https://echo24.cz/a/SCw2v/video-pakistansky-soud-osvobodil-krestanku-odsouzenou-za-rouhacstvi-islamiste-se-bouri,"VIDEO: Pákistánský soud osvobodil křesťanku odsouzenou za rouhačství, islamisté se bouří",1094,151,train
cs-1301,cs,2018-02-16,https://zahranicni.ihned.cz/c1-66051110-z-navrhu-dohody-o-brexitu-zmizi-klauzule-o-trestech-za-poruseni-pravidel-vyjednavaci-britum-slibili-ze-ji-budou-mirnejsi,"Z návrhu dohody o brexitu zmizí klauzule o trestech za porušení pravidel. Vyjednávači Britům slíbili, že budou mírnější",2170,330,train
cs-1311,cs,2018-03-15,https://nazory.ihned.cz/c1-66080220-britsky-ministr-pro-brexit-cesko-i-evropa-se-dal-mohou-na-brity-spolehnout?utm_source=mediafed&utm_medium=rss&utm_campaign=mediafed,Britský ministr pro brexit: Česko i Evropa se dál mohou na Brity spolehnout,1148,165,train
cs-37,cs,2018-11-04,https://www.irozhlas.cz/zpravy-svet/asia-bibi-pakistan-krestanka-britanie-usa-kanada-islam-radikalni-muslimove_1811040750_och,Manžel osvobozené křesťanky žádá o pomoc Británii i USA. Propuštění pákistánské úřady odložily,1827,280,train
cs-1167,cs,2018-03-19,https://www.denik.cz/ze_sveta/eu-a-britanie-vyresily-vetsinu-sporu-ohledne-brexitu-zbyva-irska-hranice-20180319.html,EU a Británie vyřešily většinu sporů ohledně brexitu. Zbývá irská hranice,1030,160,train
cs-29,cs,2018-10-31,https://www.tyden.cz/rubriky/zahranici/asie-a-oceanie/za-urazku-islamskeho-proroka-mela-jit-na-smrt-dostala-milost_501465.html,"Za urážku islámského proroka měla jít na smrt, dostala milost",1429,215,train
cs-33,cs,2018-01-12,http://tn.nova.cz/clanek/preplnene-cely-hlad-a-biti-takhle-to-vypada-v-pakistanskem-vezeni.html,Tohle hrozí Tereze: Pákistánské vězení je horší než peklo! FOTO,2212,347,train
cs-20xx-5,cs,2015-02-09,http://www.parlamentnilisty.cz/politika/politici-volicum/Svoboda-KDU-CSL-Akteri-petice-pro-udeleni-milosti-Asii-Bibi-spojuji-sily-361105,Svoboda (KDU-ČSL): Aktéři petice pro udělení milosti Asii Bibi spojují síly,1061,152,train
cs-1098,cs,2018-05-10,http://www.pravo.cz/p107a16d.php,Další rána pro Mayovou: Lordi po brexitu požadují unijní trh,303,45,train
cs-116,cs,2018-02-09,https://www.tyden.cz/rubriky/zahranici/evropa/britsky-paradox-brexit-nejvice-postihne-euroskepticke-regiony_466577.html,"Britský paradox: brexit nejvíce postihne ""euroskeptické regiony""",1208,179,train
cs-117,cs,2018-01-27,https://www.tyden.cz/rubriky/zahranici/evropa/britove-se-ptaji-bude-dalsi-referendum-o-brexitu_464841.html,Britové se ptají: Bude další referendum o brexitu?,1382,221,train
cs-1334,cs,2018-04-13,https://archiv.ihned.cz//archiv.ihned.cz/c1-66108310-indie-dava-prednost-eu-pred-britanii,Indie dává přednost EU před Británií,1523,253,train
