Sentence #,Word,POS,Tag
,.,Z,notpropn
Sentence: 2957,(,Z,notpropn
,20,Mdc,notpropn
,poslancev,Ncmpg,notpropn
,.,Z,notpropn
,),Z,notpropn
Sentence: 2958,(,Z,notpropn
,37,Mdc,notpropn
,poslancev,Ncmpg,notpropn
,.,Z,notpropn
,),Z,notpropn
Sentence: 2959,Prehajamo,Vmpr1p,notpropn
,na,Sa,notpropn
,naslednjo,Agpfsa,notpropn
,zadevo,Ncfsa,notpropn
,.,Z,notpropn
Sentence: 2960,V,Sl,notpropn
,skladu,Ncmsl,notpropn
,s,Si,notpropn
,sklepom,Ncmsi,notpropn
,zbora,Ncmsg,notpropn
,odrejam,Vmpr1s,notpropn
,5,Mdc,notpropn
,minut,Ncfpg,notpropn
,odmora,Ncmsg,notpropn
,da,Cs,notpropn
,se,Px------y,notpropn
,pripravi,Vmer3s,notpropn
,vse,Pg-nsa,notpropn
,potrebno,Agpnsa,notpropn
,za,Sa,notpropn
,potek,Ncmsan,notpropn
,seje,Ncfsg,notpropn
,brez,Sg,notpropn
,navzocnosti,Ncfsg,notpropn
,javnosti,Ncfsg,notpropn
,toda,Cc,notpropn
,ob,Sl,notpropn
,navzocnosti,Ncfsl,notpropn
,predstavnikov,Ncmpg,notpropn
,sredstev,Ncnpg,notpropn
,javnega,Agpnsg,notpropn
,obvescanja,Ncnsg,notpropn
,.,Z,notpropn
Sentence: 2961,(,Z,notpropn
,52,Mdc,notpropn
,poslancev,Ncmpg,notpropn
,.,Z,notpropn
,),Z,notpropn
Sentence: 2962,(,Z,notpropn
,6,Mdc,notpropn
,poslancev,Ncmpg,notpropn
,.,Z,notpropn
,),Z,notpropn
Sentence: 2963,(,Z,notpropn
,41,Mdc,notpropn
,poslancev,Ncmpg,notpropn
,.,Z,notpropn
,),Z,notpropn
Sentence: 2964,(,Z,notpropn
,8,Mdc,notpropn
,poslancev,Ncmpg,notpropn
,.,Z,notpropn
,),Z,notpropn
Sentence: 2965,Ugotavljam,Vmpr1s,notpropn
,da,Cs,notpropn
,amandma,Ncmsn,notpropn
,pod,Si,notpropn
,tocko,Ncfsi,notpropn
,1,Mdc,notpropn
,k,Sd,notpropn
,42.,Mdo,notpropn
,clenu,Ncmsd,notpropn
,ni,Va-r3s-y,notpropn
,sprejet,Appmsnn,notpropn
,.,Z,notpropn
Sentence: 2966,Prehajamo,Vmpr1p,notpropn
,na,Sa,notpropn
,odlocanje,Ncnsa,notpropn
,amandmaja,Ncmsg,notpropn
,k,Sd,notpropn
,65.,Mdo,notpropn
,clenu,Ncmsd,notpropn
,.,Z,notpropn
Sentence: 2967,Vlada,Ncfsn,org
,ne,Q,notpropn
,podpira,Vmpr3s,notpropn
,.,Z,notpropn
Sentence: 2968,Odbor,Ncmsn,notpropn
,podpira,Vmpr3s,notpropn
,k,Sd,notpropn
,63.,Mdo,notpropn
,clenu,Ncmsd,notpropn
,.,Z,notpropn
Sentence: 2969,(,Z,notpropn
,60,Mdc,notpropn
,poslancev,Ncmpg,notpropn
,.,Z,notpropn
,),Z,notpropn
Sentence: 2970,Ugotavljam,Vmpr1s,notpropn
,da,Cs,notpropn
,je,Va-r3s-n,notpropn
,amandma,Ncmsn,notpropn
,k,Sd,notpropn
,246.,Mdo,notpropn
,clenu,Ncmsd,notpropn
,pod,Si,notpropn
,stevilko,Ncfsi,notpropn
,1,Mdc,notpropn
,sprejet,Appmsnn,notpropn
,.,Z,notpropn
Sentence: 2971,Prehajamo,Vmpr1p,notpropn
,na,Sa,notpropn
,glasovanje,Ncnsa,notpropn
,k,Sd,notpropn
,10.,Mdo,notpropn
,clenu,Ncmsd,notpropn
,pod,Si,notpropn
,stevilko,Ncfsi,notpropn
,2,Mdc,notpropn
,.,Z,notpropn
Sentence: 2972,Vlada,Ncfsn,org
,podpira,Vmpr3s,notpropn
,.,Z,notpropn
Sentence: 2973,(,Z,notpropn
,59,Mdc,notpropn
,prisotnih,Agpmpg,notpropn
,.,Z,notpropn
,),Z,notpropn
Sentence: 2974,zeli,Vmpr3s,notpropn
,se,Q,notpropn
,kdo,Pq-msn,notpropn
,obrazloziti,Vmen,notpropn
,svoj,Px-msa,notpropn
,glas,Ncmsan,notpropn
,.,Z,notpropn
Sentence: 2975,Prosim,Vmpr1s,notpropn
,gospod,Ncmsn,notpropn
,Jelincic,Npmsn,per
,.,Z,notpropn
Sentence: 2976,Za,Sa,notpropn
,proceduro,Ncfsa,notpropn
,?,Z,notpropn
Sentence: 2977,Odbor,Ncmsn,notpropn
,amandma,Ncmsan,notpropn
,podpira,Vmpr3s,notpropn
,Vlada,Ncfsn,org
,amandmaja,Ncmsg,notpropn
,ne,Q,notpropn
,podpira,Vmpr3s,notpropn
,.,Z,notpropn
Sentence: 2978,(,Z,notpropn
,64,Mdc,notpropn
,prisotnih,Agpmpg,notpropn
,.,Z,notpropn
,),Z,notpropn
Sentence: 2979,Prehajamo,Vmpr1p,notpropn
,k,Sd,notpropn
,amandmajem,Ncmpd,notpropn
,k,Sd,notpropn
,21.,Mdo,notpropn
,clenu,Ncmsd,notpropn
,.,Z,notpropn
Sentence: 2980,Odbor,Ncmsn,notpropn
,amandmaja,Ncmsg,notpropn
,ne,Q,notpropn
,podpira,Vmpr3s,notpropn
,ker,Cs,notpropn
,podpira,Vmpr3s,notpropn
,amandma,Ncmsan,notpropn
,Vlade,Ncfsg,org
,k,Sd,notpropn
,temu,Pd-msd,notpropn
,clenu,Ncmsd,notpropn
,.,Z,notpropn
Sentence: 2981,Vlada,Ncfsn,org
,vsebinsko,Rgp,notpropn
,podpira,Vmpr3s,notpropn
,vendar,Cc,notpropn
,zaradi,Sg,notpropn
,jasnejse,Agcfsg,notpropn
,dikcije,Ncfsg,notpropn
,predlaga,Vmbr3s,notpropn
,svoj,Px-msa,notpropn
,amandma,Ncmsan,notpropn
,.,Z,notpropn
Sentence: 2982,(,Z,notpropn
,Nekdo,Pi-msn,notpropn
,govori,Vmpr3s,notpropn
,.,Z,notpropn
,),Z,notpropn
Sentence: 2983,Amandma,Ncmsn,notpropn
,je,Va-r3s-n,notpropn
,umaknjen,Appmsnn,notpropn
,.,Z,notpropn
Sentence: 2984,(,Z,notpropn
,59,Mdc,notpropn
,poslancev,Ncmpg,notpropn
,.,Z,notpropn
,),Z,notpropn
Sentence: 2985,(,Z,notpropn
,2,Mdc,notpropn
,poslanca,Ncmdn,notpropn
,.,Z,notpropn
,),Z,notpropn
Sentence: 2986,Namrec,Cc,notpropn
,to,Pd-nsn,notpropn
,je,Va-r3s-n,notpropn
,sicer,Q,notpropn
,splosno,Agpnsn,notpropn
,dolocilo,Ncnsn,notpropn
,vendar,Cc,notpropn
,so,Va-r3p-n,notpropn
,mi,Pp1-sd--y,notpropn
,pa,Cc,notpropn
,mnogi,Pi-mpn,notpropn
,pravni,Agpmpn,notpropn
,strokovnjaki,Ncmpn,notpropn
,tolmacili,Vmpp-pm,notpropn
,ta,Pd-msa,notpropn
,clen,Ncmsan,notpropn
,tako,Rgp,notpropn
,da,Cs,notpropn
,bi,Va-c,notpropn
,za,Sa,notpropn
,to,Pd-nsa,notpropn
,ker,Cs,notpropn
,je,Va-r3s-n,notpropn
,tukaj,Rgp,notpropn
,jasno,Rgp,notpropn
,navedeno,Appnsn,notpropn
,katere,Pq-fpn,notpropn
,so,Va-r3p-n,notpropn
,republiske,Agpfpn,notpropn
,javne,Agpfpn,notpropn
,sluzbe,Ncfpn,notpropn
,lahko,Rgp,notpropn
,bilo,Va-p-sn,notpropn
,tem,Pd-npd,notpropn
,podjetjem,Ncnpd,notpropn
,ki,Cs,notpropn
,bi,Va-c,notpropn
,recimo,Vmem1p,notpropn
,imela,Vmpp-pn,notpropn
,sluzbe,Ncfpa,notpropn
,incineracije,Ncfsg,notpropn
,onemogoceno,Appnsn,notpropn
,to,Pd-fsa,notpropn
,aktivnost,Ncfsa,notpropn
,to,Pd-fsa,notpropn
,dejavnost,Ncfsa,notpropn
,tudi,Q,notpropn
,opravljati,Vmpn,notpropn
,.,Z,notpropn
Sentence: 2987,Povedati,Vmen,notpropn
,vam,Pp2-pd,notpropn
,moram,Vmpr1s,notpropn
,to,Pd-nsa,notpropn
,da,Cs,notpropn
,mnoga,Pi-npn,notpropn
,podjetja,Ncnpn,notpropn
,ze,Q,notpropn
,sama,Agpnpn,notpropn
,skrbijo,Vmpr3p,notpropn
,za,Sa,notpropn
,to,Pd-nsa,notpropn
,da,Cs,notpropn
,bi,Va-c,notpropn
,odstranjevala,Vmpp-pn,notpropn
,svoje,Px-mpa,notpropn
,odpadke,Ncmpa,notpropn
,ki,Cs,notpropn
,jih,Pp3mpa--y,notpropn
,zelo,Rgp,notpropn
,dobro,Rgp,notpropn
,poznajo,Vmpr3p,notpropn
,in,Cc,notpropn
,da,Cs,notpropn
,imajo,Vmpr3p-n,notpropn
,mnoga,Pi-npn,notpropn
,podjetja,Ncnpn,notpropn
,ze,Q,notpropn
,odprte,Appfpa,notpropn
,investicije,Ncfpa,notpropn
,v,Sl,notpropn
,tem,Pd-msl,notpropn
,smislu,Ncmsl,notpropn
,in,Cc,notpropn
,ne,Q,notpropn
,bi,Va-c,notpropn
,bilo,Va-p-sn,notpropn
,prav,Rgp,notpropn
,da,Cs,notpropn
,bi,Va-c,notpropn
,jim,Pp3npd--y,notpropn
,taksna,Pd-fsn,notpropn
,dikcija,Ncfsn,notpropn
,kot,Cs,notpropn
,jo,Pp3fsa--y,notpropn
,predlagatelj,Ncmsn,notpropn
,predlaga,Vmbr3s,notpropn
,to,Pd-nsa,notpropn
,onemogocila,Vmep-sf,notpropn
,ali,Cc,notpropn
,pa,Cc,notpropn
,da,Cs,notpropn
,bi,Va-c,notpropn
,jih,Pp3npa--y,notpropn
,privedla,Vmep-sf,notpropn
,v,Sa,notpropn
,dvom,Ncmsan,notpropn
,ce,Cs,notpropn
,to,Pd-nsa,notpropn
,sploh,Q,notpropn
,lahko,Rgp,notpropn
,pocnejo,Vmbr3p,notpropn
,ali,Cc,notpropn
,ne,Q,notpropn
,.,Z,notpropn
Sentence: 2988,Zato,Cc,notpropn
,bi,Va-c,notpropn
,vas,Pp2-pa,notpropn
,prosila,Vmpp-sf,notpropn
,da,Cs,notpropn
,to,Pd-nsa,notpropn
,podprete,Vmer2p,notpropn
,;,Z,notpropn
,torej,Rgp,notpropn
,v,Sa,notpropn
,korist,Ncfsa,notpropn
,tistim,Pd-npd,notpropn
,podjetjem,Ncnpd,notpropn
,ki,Cs,notpropn
,so,Va-r3p-n,notpropn
,sama,Agpnpn,notpropn
,ne,Q,notpropn
,glede,Rgp,notpropn
,na,Sa,notpropn
,to,Pd-nsa,notpropn
,da,Cs,notpropn
,bi,Va-c,notpropn
,jih,Pp3npa--y,notpropn
,kdo,Pq-msn,notpropn
,prisiljeval,Vmpp-sm,notpropn
,ze,Q,notpropn
,zacela,Vmep-pn,notpropn
,investicije,Ncfpa,notpropn
,in,Cc,notpropn
,so,Va-r3p-n,notpropn
,vlozila,Vmep-pn,notpropn
,precejsnja,Agpnpa,notpropn
,sredstva,Ncnpa,notpropn
,za,Sa,notpropn
,odstranjevanje,Ncnsa,notpropn
,lastnih,Agpmpg,notpropn
,odpadkov,Ncmpg,notpropn
,ki,Cs,notpropn
,jih,Pp3mpa--y,notpropn
,najbolje,Rgs,notpropn
,poznajo,Vmpr3p,notpropn
,.,Z,notpropn
Sentence: 2989,Glasoval,Vmbp-sm,notpropn
,bom,Va-f1s-n,notpropn
,za,Sa,notpropn
,ta,Pd-msa,notpropn
,amandma,Ncmsan,notpropn
,seveda,Q,notpropn
,s,Si,notpropn
,tem,Pd-nsi,notpropn
,da,Cs,notpropn
,bi,Va-c,notpropn
,opozoril,Vmep-sm,notpropn
,da,Cs,notpropn
,ta,Pd-msn,notpropn
,amandma,Ncmsn,notpropn
,predvideva,Vmpr3s,notpropn
,zakonsko,Agpnsa,notpropn
,zavarovanje,Ncnsa,notpropn
,ogrozenih,Appfpg,notpropn
,vrst,Ncfpg,notpropn
,in,Cc,notpropn
,da,Cs,notpropn
,v,Sl,notpropn
,dosedanji,Agpfsl,notpropn
,praksi,Ncfsl,notpropn
,prihaja,Vmpr3s,notpropn
,do,Sg,notpropn
,stalnih,Agpmpg,notpropn
,pritiskov,Ncmpg,notpropn
,na,Sa,notpropn
,Vlado,Ncfsa,org
,naj,Cs,notpropn
,dela,Vmpr3s,notpropn
,izjeme,Ncfpa,notpropn
,naj,Cs,notpropn
,dovoljuje,Vmpr3s,notpropn
,dolocene,Appmpa,notpropn
,odstrele,Ncmpa,notpropn
,poboje,Ncmpa,notpropn
,in,Cc,notpropn
,tako,Rgp,notpropn
,naprej,Rgp,notpropn
,kar,Pr-nsn,notpropn
,se,Px------y,notpropn
,tudi,Q,notpropn
,dogaja,Vmpr3s,notpropn
,v,Sl,notpropn
,Vladi,Ncfsl,org
,ker,Cs,notpropn
,je,Va-r3s-n,notpropn
,veliko,Rgp,notpropn
,lazje,Agcnsn,notpropn
,delati,Vmpn,notpropn
,izjeme,Ncfpa,notpropn
,ali,Cc,notpropn
,pa,Cc,notpropn
,vsaj,Q,notpropn
,zaradi,Sg,notpropn
,pritiskov,Ncmpg,notpropn
,se,Px------y,notpropn
,to,Pd-nsn,notpropn
,dogaja,Vmpr3s,notpropn
,kot,Cs,notpropn
,se,Px------y,notpropn
,bo,Va-f3s-n,notpropn
,to,Pd-nsn,notpropn
,dogajalo,Vmpp-sn,notpropn
,v,Sl,notpropn
,parlamentu,Ncmsl,notpropn
,.,Z,notpropn
Sentence: 2990,Kot,Cs,notpropn
,obicajno,Rgp,notpropn
,ker,Cs,notpropn
,predlagatelj,Ncmsn,notpropn
,ni,Va-r3s-y,notpropn
,amandmaja,Ncmsg,notpropn
,umaknil,Vmep-sm,notpropn
,moramo,Vmpr1p,notpropn
,o,Sl,notpropn
,njem,Pp3msl,notpropn
,glasovati,Vmbn,notpropn
,.,Z,notpropn
Sentence: 2991,(,Z,notpropn
,58,Mdc,notpropn
,prisotnih,Agpmpg,notpropn
,.,Z,notpropn
,),Z,notpropn
Sentence: 2992,Sprememba,Ncfsn,notpropn
,ki,Cs,notpropn
,jo,Pp3fsa--y,notpropn
,predlagamo,Vmbr1p,notpropn
,k,Sd,notpropn
,1.,Mdo,notpropn
,tocki,Ncfsd,notpropn
,opozarja,Vmpr3s,notpropn
,na,Sa,notpropn
,zakone,Ncmpa,notpropn
,s,Sg,notpropn
,posameznih,Agpnpg,notpropn
,podrocij,Ncnpg,notpropn
,ki,Cs,notpropn
,mora,Vmpr3s,notpropn
,natancno,Rgp,notpropn
,razmejiti,Vmen,notpropn
,oziroma,Cc,notpropn
,mora,Vmpr3s,notpropn
,upostevati,Vmbn,notpropn
,razmejitev,Ncfsa,notpropn
,nalog,Ncfpg,notpropn
,drzave,Ncfsg,notpropn
,in,Cc,notpropn
,nalog,Ncfpg,notpropn
,lokalnih,Agpfpg,notpropn
,skupnosti,Ncfpg,notpropn
,se,Px------y,notpropn
,pravi,Vmbr3s,notpropn
,ob,Sl,notpropn
,sprejemanju,Ncnsl,notpropn
,teh,Pd-mpg,notpropn
,zakonov,Ncmpg,notpropn
,za,Sa,notpropn
,posamezna,Agpnpa,notpropn
,podrocja,Ncnpa,notpropn
,.,Z,notpropn
Sentence: 2993,To,Pd-nsa,notpropn
,clani,Ncmpn,notpropn
,komisije,Ncfsg,notpropn
,vedo,Vmpr3p,notpropn
,da,Cs,notpropn
,sem,Va-r1s-n,notpropn
,dajal,Vmpp-sm,notpropn
,vrsto,Ncfsa,notpropn
,nekih,Pi-mpg,notpropn
,amandmajev,Ncmpg,notpropn
,v,Sl,notpropn
,neki,Pi-fsl,notpropn
,fazi,Ncfsl,notpropn
,kot,Cs,notpropn
,smo,Va-r1p-n,notpropn
,to,Pd-nsa,notpropn
,imenovali,Vmbp-pm,notpropn
,in,Cc,notpropn
,so,Va-r3p-n,notpropn
,bili,Va-p-pm,notpropn
,tudi,Q,notpropn
,v,Sl,notpropn
,dokajsnji,Agpfsl,notpropn
,meri,Ncfsl,notpropn
,sprejeti,Appmpn,notpropn
,in,Cc,notpropn
,tako,Rgp,notpropn
,naprej,Rgp,notpropn
,.,Z,notpropn
Sentence: 2994,(,Z,notpropn
,60,Mdc,notpropn
,prisotnih,Agpmpg,notpropn
,.,Z,notpropn
,),Z,notpropn
Sentence: 2995,Jaz,Pp1-sn,notpropn
,bom,Va-f1s-n,notpropn
,sicer,Q,notpropn
,glasoval,Vmbp-sm,notpropn
,proti,Rgp,notpropn
,ampak,Cc,notpropn
,nisem,Va-r1s-y,notpropn
,zaradi,Sg,notpropn
,tega,Pd-nsg,notpropn
,prisel,Vmep-sm,notpropn
,gor,Rgp,notpropn
,.,Z,notpropn
Sentence: 2996,Opozarjam,Vmpr1s,notpropn
,vas,Pp2-pa,notpropn
,da,Cs,notpropn
,ce,Cs,notpropn
,boste,Va-f2p-n,notpropn
,glasovali,Vmbp-pm,notpropn
,to,Pd-nsa,notpropn
,zaradi,Sg,notpropn
,slovnicne,Agpfsg,notpropn
,napake,Ncfsg,notpropn
,ker,Cs,notpropn
,je,Va-r3s-n,notpropn
,',Z,notpropn
,ce,Cs,notpropn
,',Z,notpropn
,namesto,Sg,notpropn
,',Z,notpropn
,ali,Cc,notpropn
,',Z,notpropn
,je,Va-r3s-n,notpropn
,v,Sl,notpropn
,resnici,Ncfsl,notpropn
,vsebina,Ncfsn,notpropn
,tega,Pd-nsg,notpropn
,slovnicno,Rgp,notpropn
,brano,Rgp,notpropn
,pravilno,Rgp,notpropn
,naj,Cs,notpropn
,dajo,Vmer3p,notpropn
,izjavo,Ncfsa,notpropn
,samo,Q,notpropn
,tisti,Pd-mpn,notpropn
,ki,Cs,notpropn
,so,Va-r3p-n,notpropn
,nekoc,Rgp,notpropn
,bili,Va-p-pm,notpropn
,clani,Ncmpn,notpropn
,UDBE,Npfsg,org
,ali,Cc,notpropn
,sodelovali,Vmpp-pm,notpropn
,z,Si,notpropn
,UDBO,Npfsi,org
,.,Z,notpropn
Sentence: 2997,Ce,Cs,notpropn
,so,Va-r3p-n,notpropn
,kdaj,Rgp,notpropn
,sodelovali,Vmpp-pm,notpropn
,z,Si,notpropn
,UDBO,Npfsi,org
,naj,Cs,notpropn
,dajo,Vmer3p,notpropn
,izjavo,Ncfsa,notpropn
,.,Z,notpropn
Sentence: 2998,To,Pd-nsn,notpropn
,sedaj,Rgp,notpropn
,tako,Rgp,notpropn
,pise,Vmpr3s,notpropn
,.,Z,notpropn
Sentence: 2999,Veste,Vmpr2p,notpropn
,kaj,Pq-nsa,notpropn
,boste,Va-f2p-n,notpropn
,glasovali,Vmbp-pm,notpropn
,ce,Cs,notpropn
,boste,Va-f2p-n,notpropn
,izglasovali,Vmep-pm,notpropn
,stavek,Ncmsan,notpropn
,v,Sl,notpropn
,tej,Pd-fsl,notpropn
,obliki,Ncfsl,notpropn
,.,Z,notpropn
Sentence: 3000,Za,Sa,notpropn
,vecino,Ncfsa,notpropn
,od,Sg,notpropn
,nas,Pp1-pg,notpropn
,je,Va-r3s-n,notpropn
,to,Pd-nsn,notpropn
,materni,Agpmsny,notpropn
,jezik,Ncmsn,notpropn
,naucili,Vmep-pm,notpropn
,smo,Va-r1p-n,notpropn
,se,Px------y,notpropn
,ga,Pp3msa--y,notpropn
,v,Sl,notpropn
,zgodnjem,Agpnsl,notpropn
,otrostvu,Ncnsl,notpropn
,v,Sl,notpropn
,domacem,Agpnsl,notpropn
,okolju,Ncnsl,notpropn
,.,Z,notpropn
Sentence: 3001,Spremlja,Vmpr3s,notpropn
,nas,Pp1-pa,notpropn
,v,Sl,notpropn
,nasem,Ps1nslp,notpropn
,razmisljanju,Ncnsl,notpropn
,govoru,Ncmsl,notpropn
,branju,Ncnsl,notpropn
,in,Cc,notpropn
,pisanju,Ncnsl,notpropn
,.,Z,notpropn
Sentence: 3002,To,Pd-nsn,notpropn
,pa,Cc,notpropn
,ne,Q,notpropn
,velja,Vmpr3s,notpropn
,samo,Q,notpropn
,za,Sa,notpropn
,prebivalce,Ncmpa,notpropn
,Slovenije,Npfsg,loc
,temvec,Cc,notpropn
,tudi,Q,notpropn
,za,Sa,notpropn
,vse,Pg-mpa,notpropn
,Slovence,Npmpa,per
,ki,Cs,notpropn
,zivijo,Vmpr3p,notpropn
,zunaj,Sg,notpropn
,geografskih,Agpfpg,notpropn
,in,Cc,notpropn
,politicnih,Agpfpg,notpropn
,meja,Ncfpg,notpropn
,nase,Ps1fsgp,notpropn
,drzave,Ncfsg,notpropn
,:,Z,notpropn
,za,Sa,notpropn
,zamejske,Agpmpa,notpropn
,Slovence,Npmpa,per
,delavce,Ncmpa,notpropn
,v,Sl,notpropn
,tujini,Ncfsl,notpropn
,in,Cc,notpropn
,izseljence,Ncmpa,notpropn
,.,Z,notpropn
Sentence: 3003,Ti,Pd-mpn,notpropn
,so,Va-r3p-n,notpropn
,slovenski,Agpmsay,notpropn
,jezik,Ncmsan,notpropn
,ohranili,Vmep-pm,notpropn
,kot,Cs,notpropn
,materni,Agpmsay,notpropn
,jezik,Ncmsan,notpropn
,in,Cc,notpropn
,se,Px------y,notpropn
,priucili,Vmep-pm,notpropn
,jezika,Ncmsg,notpropn
,okolja,Ncnsg,notpropn
,.,Z,notpropn
Sentence: 3004,Zapisana,Appnpn,notpropn
,besedila,Ncnpn,notpropn
,so,Va-r3p-n,notpropn
,uradno,Agpnsn,notpropn
,pismo,Ncnsn,notpropn
,prosnja,Ncfsn,notpropn
,prijavnica,Ncfsn,notpropn
,narocilnica,Ncfsn,notpropn
,reklama,Ncfsn,notpropn
,oglas,Ncmsn,notpropn
,opomin,Ncmsn,notpropn
,potrdilo,Ncnsn,notpropn
,racun,Ncmsn,notpropn
,razglas,Ncmsn,notpropn
,uradna,Agpfsn,notpropn
,objava,Ncfsn,notpropn
,pogodba,Ncfsn,notpropn
,prosnja,Ncfsn,notpropn
,uradno,Agpnsn,notpropn
,vabilo,Ncnsn,notpropn
,itd.,Y,notpropn
Sentence: 3005,V,Sl,notpropn
,uradovalnih,Agpmpl,notpropn
,stikih,Ncmpl,notpropn
,velikokrat,Rgp,notpropn
,naletimo,Vmer1p,notpropn
,tudi,Q,notpropn
,na,Sa,notpropn
,obrazce,Ncmpa,notpropn
,.,Z,notpropn
Sentence: 3006,Kako,Rgp,notpropn
,jih,Pp3mpa--y,notpropn
,izpolnjujemo,Vmpr1p,notpropn
,si,Px---d--y,notpropn
,bomo,Va-f1p-n,notpropn
,ogledali,Vmep-pm,notpropn
,v,Sl,notpropn
,posebnem,Agpnsl,notpropn
,poglavju,Ncnsl,notpropn
,.,Z,notpropn
Sentence: 3007,Narecja,Ncnpa,notpropn
,razmejujejo,Vmpr3p,notpropn
,izoglose,Ncfpn,notpropn
,crte,Ncfpn,notpropn
,na,Sl,notpropn
,zemljevidu,Ncmsl,notpropn
,ki,Cs,notpropn
,zaznamujejo,Vmbr3p,notpropn
,mejo,Ncfsa,notpropn
,med,Si,notpropn
,obmocjem,Ncnsi,notpropn
,ene,Mlpfsg,notpropn
,besede,Ncfsg,notpropn
,oblike,Ncfsg,notpropn
,ali,Cc,notpropn
,izgovorjave,Ncfsg,notpropn
,in,Cc,notpropn
,druge,Mlpfsg,notpropn
,.,Z,notpropn
Sentence: 3008,Razlike,Ncfpn,notpropn
,so,Va-r3p-n,notpropn
,postopne,Agpfpn,notpropn
,.,Z,notpropn
Sentence: 3009,Na,Sa,notpropn
,primer,Ncmsan,notpropn
,narecja,Ncnpn,notpropn
,jugovzhodne,Agpfsg,notpropn
,Francije,Npfsg,loc
,in,Cc,notpropn
,italijanska,Agpnpn,notpropn
,narecja,Ncnpn,notpropn
,na,Sl,notpropn
,drugi,Mlpfsl,notpropn
,strani,Ncfsl,notpropn
,meje,Ncfsg,notpropn
,so,Va-r3p-n,notpropn
,si,Px---d--y,notpropn
,tako,Rgp,notpropn
,podobna,Agpnpn,notpropn
,da,Cs,notpropn
,bi,Va-c,notpropn
,lahko,Rgp,notpropn
,spadala,Vmpp-pn,notpropn
,v,Sa,notpropn
,isti,Pi-msa,notpropn
,jezik,Ncmsan,notpropn
,.,Z,notpropn
Sentence: 3010,Taka,Pd-npn,notpropn
,narecja,Ncnpn,notpropn
,tvorijo,Vmpr3p,notpropn
,narecni,Agpmsay,notpropn
,kontinuum,Ncmsan,notpropn
,in,Cc,notpropn
,mejo,Ncfsa,notpropn
,med,Si,notpropn
,njimi,Pp3mpi,notpropn
,praviloma,Rgp,notpropn
,dolocajo,Vmpr3p,notpropn
,politicni,Agpmpn,notpropn
,ne,Q,notpropn
,jezikovni,Agpmpn,notpropn
,dejavniki,Ncmpn,notpropn
,.,Z,notpropn
Sentence: 3011,Oba,Pg-mdn,notpropn
,sportnika,Ncmdn,notpropn
,sta,Va-r3d-n,notpropn
,predstavljena,Appmdn,notpropn
,tudi,Q,notpropn
,z,Si,notpropn
,osebnimi,Agpmpi,notpropn
,podatki,Ncmpi,notpropn
,in,Cc,notpropn
,sportnimi,Agpmpi,notpropn
,dosezki,Ncmpi,notpropn
,.,Z,notpropn
Sentence: 3012,Katere,Pq-mpa,notpropn
,podatke,Ncmpa,notpropn
,ste,Va-r2p-n,notpropn
,si,Px---d--y,notpropn
,zapomnili,Vmep-pm,notpropn
,o,Sl,notpropn
,prvem,Mlomsl,notpropn
,katere,Pq-mpa,notpropn
,o,Sl,notpropn
,drugem,Mlpmsl,notpropn
,sportniku,Ncmsl,notpropn
,?,Z,notpropn
Sentence: 3013,Vecina,Ncfsn,notpropn
,slovenskih,Agpmpg,notpropn
,srednjesolcev,Ncmpg,notpropn
,opravlja,Vmpr3s,notpropn
,tudi,Q,notpropn
,delovno,Agpfsa,notpropn
,prakso,Ncfsa,notpropn
,ali,Cc,notpropn
,prakticni,Agpmsay,notpropn
,pouk,Ncmsan,notpropn
,v,Sl,notpropn
,vsakdanjem,Agpnsl,notpropn
,delovnem,Agpnsl,notpropn
,okolju,Ncnsl,notpropn
,preizkusajo,Vmpr3p,notpropn
,in,Cc,notpropn
,dokazujejo,Vmpr3p,notpropn
,svoje,Px-nsa,notpropn
,znanje,Ncnsa,notpropn
,.,Z,notpropn
Sentence: 3014,Delovna,Agpfsn,notpropn
,praksa,Ncfsn,notpropn
,je,Va-r3s-n,notpropn
,po,Sl,notpropn
,navadi,Ncfsl,notpropn
,organizirana,Appfsn,notpropn
,ob,Sl,notpropn
,koncu,Ncmsl,notpropn
,solskega,Agpnsg,notpropn
,leta,Ncnsg,notpropn
,prakticni,Agpmsny,notpropn
,pouk,Ncmsn,notpropn
,pa,Cc,notpropn
,poteka,Vmpr3s,notpropn
,ze,Q,notpropn
,med,Si,notpropn
,solskim,Agpnsi,notpropn
,letom,Ncnsi,notpropn
,enkrat,Rgp,notpropn
,ali,Cc,notpropn
,veckrat,Rgc,notpropn
,na,Sa,notpropn
,teden,Ncmsan,notpropn
,.,Z,notpropn
Sentence: 3015,V,Sl,notpropn
,obeh,Pg-mdl,notpropn
,primerih,Ncmdl,notpropn
,je,Va-r3s-n,notpropn
,treba,Rgp,notpropn
,pisati,Vmpn,notpropn
,tudi,Q,notpropn
,delovni,Agpmsay,notpropn
,dnevnik,Ncmsan,notpropn
,v,Sl,notpropn
,katerem,Pq-msl,notpropn
,dijak,Ncmsn,notpropn
,sproti,Rgp,notpropn
,zapisuje,Vmpr3s,notpropn
,novo,Agpnsa,notpropn
,znanje,Ncnsa,notpropn
,in,Cc,notpropn
,pomembne,Agpmpa,notpropn
,dogodke,Ncmpa,notpropn
,.,Z,notpropn
Sentence: 3016,Po,Sl,notpropn
,predmetu,Ncmsl,notpropn
,se,Px------y,notpropn
,vprasamo,Vmer1p,notpropn
